,Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Type,Item_Outlet_Sales
4296,FDO,,0.178210285,Meat,95.7752,27,M,ST3,3930.8832
4297,FDC,14.5,0.06904249,Canned,41.4454,10,,GS,41.9454
4298,FDB,,0.052791124,Baking Goods,98.5384,19,S,GS,591.2304
4299,FDZ,17.75,0.06760774900000001,Baking Goods,188.024,49,M,ST1,2796.36
4300,FDJ,7.145,0.017887474,Frozen Foods,160.6578,17,,ST1,1765.0358
4302,NCR,16.35,0.091074449,Household,196.81099999999998,17,,ST1,3338.987
4303,DRF,5.655,0.0,Soft Drinks,147.5102,46,S,ST1,1166.4816
4305,FDL,5.78,0.074087369,Snack Foods,264.9568,13,H,ST1,6855.0768
4306,FDD,8.05,0.0,Fruits and Vegetables,257.5646,13,H,ST1,5153.292
4307,FDT,6.75,0.10867990599999999,Dairy,95.6752,18,M,ST2,1246.3776
4308,DRM,16.6,0.136500981,Hard Drinks,173.3422,17,,ST1,4138.6128
4309,NCM,6.095,0.081361288,Others,141.9154,45,,ST1,2694.4926
4311,FDR,19.35,0.018591464,Snack Foods,112.9544,49,M,ST1,1342.2528
4312,NCV,11.3,0.066952965,Household,192.0478,18,M,ST2,3099.9648
4313,FDR,10.8,0.029107004,Snack Foods,240.5222,17,,ST1,4541.4218
4314,FDH,19.7,0.0,Baking Goods,194.41099999999997,49,M,ST1,5106.686
4315,FDR,,0.06587293599999999,Fruits and Vegetables,113.1886,19,S,GS,111.1886
4316,FDA,10.5,0.117149075,Baking Goods,164.12099999999998,18,M,ST2,1794.3310000000001
4319,FDP,20.6,0.083004078,Baking Goods,119.4756,46,S,ST1,1090.5804
4322,FDY,5.305,0.07871639,Meat,183.5608,10,,GS,551.2824
4323,DRD,9.8,0.013869808999999999,Soft Drinks,47.406000000000006,45,,ST1,978.7260000000001
4325,FDB,13.0,0.15361856599999998,Canned,79.6986,46,S,ST1,1480.0734
4326,FDY,17.6,0.049267759,Snack Foods,113.0176,18,M,ST2,2862.94
4327,FDK,14.3,0.12826315,Frozen Foods,83.4224,17,,ST1,681.7792
4328,FDL,10.3,0.02494708,Baking Goods,172.3422,45,,ST1,5690.5926
4329,FDZ,15.1,0.157154813,Fruits and Vegetables,62.2194,10,,GS,185.7582
4330,DRI,6.03,0.022832115,Dairy,176.7028,17,,ST1,1416.8224
4331,FDW,7.68,0.070900282,Fruits and Vegetables,192.6162,46,S,ST1,5580.0698
4332,FDR,20.0,0.028180788999999998,Fruits and Vegetables,46.8744,45,,ST1,905.488
4333,FDC,15.85,0.136497913,Canned,96.3094,46,S,ST1,2856.282
4334,NCX,15.2,0.162462044,Health and Hygiene,117.6492,10,,GS,347.5476
4335,FDU,12.15,0.0,Breads,164.7184,46,S,ST1,3962.8416
4336,FDN,19.35,0.118080437,Snack Foods,222.6088,35,S,ST1,6040.1376
4337,FDQ,,0.017466284,Meat,45.4718,27,M,ST3,1323.6104
4338,FDH,,0.031073804,Seafood,157.5604,27,M,ST3,5704.5744
4339,DRZ,8.85,0.11330222300000001,Soft Drinks,125.1388,17,,ST1,1114.5492
4340,NCI,19.85,0.025968706,Household,49.5376,46,S,ST1,1006.6896
4345,FDB,20.85,0.02137305,Fruits and Vegetables,103.3306,45,,ST1,522.653
4346,FDY,,0.0,Fruits and Vegetables,255.7988,27,M,ST3,9251.9568
4348,FDU,4.785,0.09297084,Breads,122.0098,18,M,ST2,2048.6666
4349,FDP,,0.088839949,Snack Foods,254.2672,27,M,ST3,10993.6896
4350,FDN,17.25,0.209600084,Breakfast,40.348,10,,GS,39.948
4351,FDR,9.3,0.033505804,Meat,153.4314,45,,ST1,2482.1024
4352,FDO,17.25,0.072986772,Canned,78.8986,45,,ST1,1635.8706
4353,DRC,17.85,0.024961677,Soft Drinks,153.1998,17,,ST1,3383.5956
4355,FDK,9.8,0.026081567000000003,Snack Foods,217.585,35,S,ST1,4327.7
4356,DRP,18.85,0.09079168,Hard Drinks,127.1336,13,H,ST1,3579.3408
4357,NCL,9.695,0.11391788900000001,Health and Hygiene,158.2604,35,S,ST1,2693.8268
4359,DRM,16.6,0.135620265,Hard Drinks,172.9422,13,H,ST1,2931.5174
4360,FDR,18.25,0.077709902,Snack Foods,259.6962,35,S,ST1,5438.9202
4361,NCJ,5.82,0.13497562800000001,Household,170.579,10,,GS,509.337
4362,FDZ,9.31,0.037955094,Frozen Foods,62.151,46,S,ST1,1201.769
4363,FDM,18.25,0.076125668,Snack Foods,214.0218,45,,ST1,2564.6616
4365,DRJ,6.865,0.014021626,Soft Drinks,127.1652,45,,ST1,1291.652
4366,FDJ,11.35,0.023358737999999997,Dairy,184.4608,49,M,ST1,4042.7376
4367,FDO,17.7,0.029933275,Snack Foods,169.0816,35,S,ST1,5201.2296
4368,NCG,,0.111777297,Household,124.6046,27,M,ST3,2863.6058
4369,FDS,20.85,0.032448523,Baking Goods,177.86599999999999,46,S,ST1,1078.596
4370,FDX,17.25,0.047266210999999995,Snack Foods,97.0068,46,S,ST1,1846.9292
4371,FDS,15.35,0.01404119,Frozen Foods,38.419000000000004,49,M,ST1,476.04699999999997
4372,FDT,13.65,0.04917754,Fruits and Vegetables,151.805,13,H,ST1,2696.49
4374,FDY,6.38,0.031962866,Dairy,178.0344,45,,ST1,535.3032
4375,NCR,,0.054376275,Health and Hygiene,56.293,27,M,ST3,2546.685
4376,FDZ,6.905,0.06385097099999999,Dairy,97.2726,10,,GS,195.7452
4377,FDP,,0.060154967999999996,Frozen Foods,110.1544,19,S,GS,111.8544
4378,FDE,,0.134441765,Starchy Foods,183.9924,27,M,ST3,6478.234
4379,DRL,15.7,0.03067808,Hard Drinks,44.777,13,H,ST1,605.878
4380,FDD,15.2,0.103758647,Fruits and Vegetables,177.0054,35,S,ST1,2976.7918
4381,FDO,,0.13670167800000002,Meat,182.1608,27,M,ST3,5880.3456
4382,FDG,,0.308145448,Fruits and Vegetables,222.0772,19,S,GS,889.5088
4383,FDU,,0.07480619599999999,Dairy,112.9176,27,M,ST3,3435.528
4384,FDX,8.355,0.013926425,Baking Goods,93.0462,35,S,ST1,1110.5544
4385,NCN,12.15,0.006754117,Others,122.17299999999999,13,H,ST1,2586.633
4386,FDK,13.35,0.0,Snack Foods,238.7564,18,M,ST2,1906.8512
4387,NCN,17.0,0.052209303,Health and Hygiene,122.37299999999999,46,S,ST1,2586.633
4388,FDW,17.35,0.041538713,Frozen Foods,93.1804,49,M,ST1,1378.2060000000001
4390,NCD,9.1,0.055382615999999996,Household,115.0518,13,H,ST1,683.1108
4393,FDB,19.2,0.005583951,Starchy Foods,226.9062,13,H,ST1,4514.124
4394,DRK,8.895,0.075757177,Hard Drinks,233.8616,18,M,ST2,937.4464
4395,FDT,19.75,0.012467648000000001,Fruits and Vegetables,188.1872,49,M,ST1,2458.1336
4396,FDB,10.895,0.137368051,Dairy,264.3568,18,M,ST2,4745.8224
4397,FDI,,0.092933158,Fruits and Vegetables,91.0146,27,M,ST3,3466.1548
4398,NCQ,10.3,0.117593973,Health and Hygiene,154.463,17,,ST1,2503.408
4399,FDH,19.1,0.026018497,Fruits and Vegetables,148.2418,17,,ST1,3089.9778
4400,FDP,4.555,0.034410585,Frozen Foods,111.3544,49,M,ST1,1342.2528
4402,NCO,16.2,0.17617540199999998,Health and Hygiene,184.0608,17,,ST1,2021.3688
4403,FDG,8.975,0.088257771,Canned,84.1224,10,,GS,170.4448
4404,FDO,21.1,0.020750867,Breakfast,128.7994,49,M,ST1,1927.491
4405,NCQ,17.75,0.11152734800000001,Others,110.2912,45,,ST1,873.5296
4406,FDU,12.8,0.114318263,Breads,142.2838,18,M,ST2,421.4514
4408,FDS,10.195,0.245483691,Frozen Foods,141.8838,10,,GS,280.9676
4409,FDQ,5.785,0.05393093400000001,Fruits and Vegetables,87.3856,49,M,ST1,878.8560000000001
4410,FDT,,0.018942606,Snack Foods,236.0248,27,M,ST3,6636.6944
4411,FDK,7.96,0.028339599,Canned,162.4894,13,H,ST1,1779.6834
4412,FDB,8.3,0.030151351,Baking Goods,98.7384,46,S,ST1,492.69199999999995
4414,FDU,13.35,0.10267088199999999,Dairy,228.6352,49,M,ST1,3435.528
4415,FDK,5.46,0.032177405,Canned,185.424,46,S,ST1,5219.872
4416,DRA,,0.039734882,Soft Drinks,165.7868,27,M,ST3,4913.604
4417,FDF,20.75,0.083536989,Frozen Foods,180.3318,13,H,ST1,4149.9314
4418,NCZ,6.59,0.026225692999999998,Household,119.0098,49,M,ST1,2530.7058
4420,FDU,20.85,0.03747983,Frozen Foods,192.7478,45,,ST1,2131.2258
4421,NCL,18.85,0.168531813,Household,192.5136,17,,ST1,2916.204
4424,FDV,10.0,0.025822315,Canned,262.7226,35,S,ST1,3171.8712
4425,FDJ,8.985,0.18368816100000002,Fruits and Vegetables,100.27,49,M,ST1,998.7
4426,FDI,11.5,0.125579201,Frozen Foods,99.7358,35,S,ST1,1105.8938
4428,NCI,19.85,0.026074491,Household,48.6376,18,M,ST2,575.2512
4429,NCE,21.1,0.010593469,Household,234.2958,13,H,ST1,3739.1328
4430,FDP,4.555,0.034357169,Frozen Foods,112.6544,46,S,ST1,2684.5056
4431,FDU,20.85,0.037396901,Frozen Foods,193.8478,35,S,ST1,2712.4692
4433,FDR,6.78,0.085981978,Fruits and Vegetables,228.4694,45,,ST1,5480.8656
4434,FDS,,0.040318692999999996,Fruits and Vegetables,186.22400000000002,27,M,ST3,5033.448
4435,FDH,15.0,0.161762835,Canned,185.9266,45,,ST1,2581.9724
4436,FDZ,17.6,0.10487896699999999,Snack Foods,164.8868,46,S,ST1,2456.802
4438,NCU,5.11,0.034868095,Household,163.821,35,S,ST1,2120.573
4439,FDI,8.71,0.046079575,Dairy,43.5744,45,,ST1,407.4696
4440,FDQ,7.235,0.058083830999999995,Snack Foods,113.6834,13,H,ST1,230.3668
4441,FDB,12.3,0.064618976,Starchy Foods,89.8804,46,S,ST1,1286.3256
4444,DRE,6.28,0.027682047,Soft Drinks,85.5198,13,H,ST1,1744.396
4446,DRG,14.15,0.09557165,Soft Drinks,171.0106,45,,ST1,4106.6544
4447,DRD,9.8,0.02316823,Soft Drinks,47.506,10,,GS,186.424
4448,FDX,15.85,0.061045133,Meat,44.7744,13,H,ST1,181.0976
4450,FDV,17.6,0.058091269,Meat,156.2314,46,S,ST1,2947.4966
4451,FDZ,,0.019672774,Canned,86.4198,27,M,ST3,1918.8356
4452,FDI,10.3,0.07867827599999999,Baking Goods,177.037,13,H,ST1,3705.177
4453,FDX,9.195,0.117667492,Snack Foods,159.5578,49,M,ST1,1283.6624
4454,FDG,12.8,0.069902438,Starchy Foods,261.3252,18,M,ST2,3410.2276
4455,FDZ,10.0,0.037757166,Snack Foods,126.7994,35,S,ST1,1284.994
4456,FDT,17.25,0.107021498,Frozen Foods,40.5822,35,S,ST1,785.6439999999999
4459,NCL,7.5,0.036228067,Health and Hygiene,175.2028,35,S,ST1,4427.57
4460,FDM,7.895,0.094488485,Breakfast,100.7332,13,H,ST1,1230.3984
4465,FDP,13.65,0.080968973,Frozen Foods,259.7936,18,M,ST2,2609.936
4466,FDJ,12.3,0.106492562,Fruits and Vegetables,176.3396,49,M,ST1,1395.5168
4469,FDT,7.72,0.074669288,Breads,76.3986,13,H,ST1,1402.1748
4470,NCD,12.1,0.025834127999999998,Household,165.1526,10,,GS,164.4526
4471,FDV,14.85,0.035227697,Fruits and Vegetables,159.5578,13,H,ST1,2085.9514
4473,NCD,16.0,0.07296514400000001,Household,231.3668,18,M,ST2,4607.335999999999
4474,FDL,8.395,0.039492207,Snack Foods,97.3042,46,S,ST1,1091.2462
4475,FDX,7.365,0.042552205,Fruits and Vegetables,225.172,35,S,ST1,3395.58
4477,FDR,18.25,0.130095044,Snack Foods,257.2962,10,,GS,517.9924
4478,FDL,,0.040747616,Snack Foods,140.2496,27,M,ST3,4093.3384
4480,FDU,12.15,0.02176755,Breads,164.6184,45,,ST1,3797.7232
4481,DRI,7.97,0.0,Soft Drinks,172.0422,18,M,ST2,5690.5926
4482,FDG,15.25,0.08995645,Frozen Foods,217.1192,49,M,ST1,3235.788
4483,FDY,16.35,0.06266564200000001,Fruits and Vegetables,225.6062,18,M,ST2,1579.9434
4484,FDO,11.1,0.176182345,Baking Goods,158.1604,35,S,ST1,1901.5248
4486,FDQ,14.3,0.034411238,Baking Goods,98.6726,46,S,ST1,782.9808
4487,FDU,13.65,0.0,Meat,36.6532,17,,ST1,755.0172
4488,FDS,16.75,0.128861359,Breads,86.2856,35,S,ST1,1406.1696
4489,FDO,16.25,0.078290271,Canned,93.1804,49,M,ST1,1194.4452
4490,FDW,18.0,0.008539208000000001,Baking Goods,81.2618,35,S,ST1,402.809
4493,FDA,,0.030794774,Fruits and Vegetables,122.9072,27,M,ST3,4532.7664
4494,FDZ,,0.159081735,Frozen Foods,193.5478,27,M,ST3,4649.9472
4495,FDN,,0.034705807000000005,Snack Foods,241.6828,27,M,ST3,4873.656
4496,FDB,13.0,0.154487495,Canned,77.2986,17,,ST1,1246.3776
4498,DRG,,0.061686402,Dairy,153.9998,27,M,ST3,5229.1932
4499,DRM,5.88,0.003599378,Hard Drinks,152.2998,45,,ST1,3075.9959999999996
4500,FDU,12.35,0.026832182000000003,Canned,57.3246,17,,ST1,1332.2658
4501,NCU,9.0,0.019616991,Household,169.6474,17,,ST1,2526.7110000000002
4502,FDH,10.395,0.05226427,Seafood,158.4604,10,,GS,158.4604
4503,DRO,10.195,0.112203445,Hard Drinks,111.786,35,S,ST1,1697.79
4504,FDC,,0.17176107699999998,Fruits and Vegetables,115.7518,27,M,ST3,5351.0346
4505,NCL,9.695,0.11417050599999999,Health and Hygiene,158.9604,45,,ST1,1743.0644
4507,FDJ,16.7,0.038685176,Snack Foods,146.6102,18,M,ST2,2770.3938
4509,NCD,8.85,0.026814123999999998,Household,103.7964,10,,GS,210.3928
4510,FDM,15.7,0.045203854,Frozen Foods,180.266,46,S,ST1,1617.894
4511,FDR,12.5,0.020697723,Breads,198.8742,46,S,ST1,5773.1518
4512,NCP,19.35,0.027827268,Health and Hygiene,65.6168,18,M,ST2,383.5008
4513,FDT,7.72,0.074883035,Breads,79.8986,45,,ST1,1090.5804
4515,NCU,,0.019412191999999998,Household,166.5474,27,M,ST3,4379.6324
4516,FDV,,0.105324246,Breads,125.7046,27,M,ST3,3237.1196
4519,FDV,20.2,0.117599259,Baking Goods,195.31099999999998,45,,ST1,3338.987
4520,FDQ,20.5,0.036140297,Fruits and Vegetables,120.0756,46,S,ST1,2302.3364
4521,FDZ,17.6,0.10479168900000001,Snack Foods,165.2868,13,H,ST1,3111.9492
4522,FDW,11.15,0.057021155999999996,Baking Goods,106.8622,49,M,ST1,2011.3818
4524,FDL,19.6,0.12829573,Snack Foods,167.2816,45,,ST1,2013.3792
4525,FDE,10.895,0.03263762,Frozen Foods,147.7102,17,,ST1,1895.5326
4526,DRO,13.85,0.034765901,Hard Drinks,114.2492,17,,ST1,1853.5872
4528,NCZ,15.0,0.071371458,Health and Hygiene,125.2362,46,S,ST1,1384.1982
4529,FDX,12.85,0.022696131,Fruits and Vegetables,179.9318,18,M,ST2,2706.4770000000003
4531,DRL,15.5,0.053327763,Soft Drinks,44.477,13,H,ST1,865.54
4532,FDL,15.85,0.007145063,Snack Foods,41.048,35,S,ST1,479.376
4533,FDW,21.2,0.071076055,Snack Foods,174.83700000000002,17,,ST1,5469.547
4534,FDB,13.35,0.139426044,Frozen Foods,148.3392,35,S,ST1,3877.6192
4535,DRM,6.11,0.151925271,Soft Drinks,46.6086,35,S,ST1,624.5204
4538,FDS,,0.21799414,Canned,266.5884,19,S,GS,1324.942
4539,FDH,6.425,0.010454459000000001,Canned,115.6808,49,M,ST1,1406.1696
4540,FDY,,0.17264121300000002,Snack Foods,195.111,27,M,ST3,5303.097
4541,FDT,12.0,0.075701524,Baking Goods,124.6388,45,,ST1,2105.2596
4542,DRZ,7.535,0.081914677,Soft Drinks,120.344,49,M,ST1,3835.008
4543,FDW,7.68,0.071010513,Fruits and Vegetables,190.9162,49,M,ST1,5195.2374
4545,FDY,10.3,0.06998190900000001,Dairy,263.0226,13,H,ST1,6079.4198
4546,FDS,13.8,0.06457046,Fruits and Vegetables,76.2012,17,,ST1,1669.8264
4547,FDX,10.1,0.024159767000000002,Canned,114.715,35,S,ST1,815.605
4548,FDV,7.785,0.089210159,Fruits and Vegetables,64.251,17,,ST1,1328.271
4549,DRI,13.8,0.097611115,Dairy,54.893,17,,ST1,679.1160000000001
4550,NCU,11.8,0.058975504000000005,Health and Hygiene,81.7618,18,M,ST2,966.7416
4552,FDO,,0.0,Snack Foods,58.7588,19,S,GS,400.8116
4553,DRL,19.7,0.038815341,Hard Drinks,124.2362,45,,ST1,1887.543
4554,FDA,,0.152632413,Dairy,98.441,19,S,GS,96.541
4555,FDU,,0.021618297,Breads,167.1184,27,M,ST3,2476.776
4557,DRH,16.2,0.033568871,Soft Drinks,74.9696,17,,ST1,2162.5184
4558,FDZ,11.3,0.054507422,Meat,96.3094,13,H,ST1,666.4658
4559,FDQ,,0.063079544,Frozen Foods,175.7712,19,S,GS,351.5424
4560,FDB,,0.06420812599999999,Frozen Foods,180.1976,19,S,GS,181.0976
4561,FDQ,19.7,0.041974489000000004,Frozen Foods,108.6912,17,,ST1,2183.824
4562,FDG,20.6,0.048207430999999995,Fruits and Vegetables,188.0556,17,,ST1,2065.3116
4563,DRI,9.5,0.041065647000000004,Hard Drinks,223.5088,17,,ST1,4697.8848
4564,FDH,13.5,0.128709014,Starchy Foods,96.1068,13,H,ST1,1846.9292
4567,NCL,,0.210596485,Others,144.747,19,S,GS,143.14700000000002
4569,FDG,14.7,0.072238195,Fruits and Vegetables,47.5034,13,H,ST1,972.068
4570,NCQ,,0.034141213,Household,211.9218,27,M,ST3,3419.5488
4571,FDK,9.195,0.101500374,Baking Goods,45.2744,45,,ST1,679.1160000000001
4572,DRG,14.15,0.042246575,Dairy,54.2982,49,M,ST1,1104.5622
4573,FDX,12.3,0.058105769,Snack Foods,60.4562,35,S,ST1,1777.6860000000001
4576,FDS,11.6,0.0,Canned,178.2686,49,M,ST1,1955.4546
4577,FDJ,15.0,0.058725134000000005,Snack Foods,43.6744,17,,ST1,407.4696
4578,FDT,7.0,0.0,Canned,105.62799999999999,49,M,ST1,1384.864
4579,FDW,13.1,0.075695552,Dairy,168.4158,49,M,ST1,1504.0422
4580,FDV,11.3,0.007321067,Meat,197.7426,17,,ST1,2570.6538
4581,FDY,12.3,0.009463757,Baking Goods,73.83800000000001,17,,ST1,1245.046
4582,NCE,10.0,0.021407511,Household,248.175,13,H,ST1,3495.45
4583,FDB,,0.145669556,Frozen Foods,247.2776,19,S,GS,743.0328
4584,FDK,6.98,0.041273236,Canned,82.4934,18,M,ST2,982.7208
4585,FDP,19.0,0.128090139,Snack Foods,107.0622,46,S,ST1,1376.2086
4586,FDC,17.0,0.135707553,Fruits and Vegetables,172.5106,35,S,ST1,2053.3272
4587,FDS,15.15,0.027774002000000002,Baking Goods,152.3708,35,S,ST1,3159.8868
4588,FDX,,0.07278643,Frozen Foods,49.4376,19,S,GS,191.7504
4589,FDQ,,0.029640603999999997,Fruits and Vegetables,40.8138,27,M,ST3,1543.3244
4590,FDU,8.355,0.18793900300000002,Canned,146.9418,45,,ST1,1029.9926
4592,FDN,17.25,0.125419157,Breakfast,40.048,49,M,ST1,399.48
4593,FDR,6.46,0.049121972,Fruits and Vegetables,144.6102,13,H,ST1,2916.204
4594,DRI,,0.0,Dairy,175.3028,27,M,ST3,3719.1588
4595,FDL,5.78,0.07414907400000001,Snack Foods,262.2568,46,S,ST1,5273.1359999999995
4598,FDK,,0.038340116,Snack Foods,240.1564,27,M,ST3,7150.691999999999
4599,FDW,,0.0,Baking Goods,81.8618,19,S,GS,161.1236
4600,FDE,,0.049080853,Fruits and Vegetables,147.7734,27,M,ST3,4602.6754
4602,FDV,7.35,0.028711412000000002,Fruits and Vegetables,39.9454,18,M,ST2,377.5086
4603,FDQ,20.35,0.0,Meat,81.6276,46,S,ST1,1787.0072
4604,FDL,,0.12517151,Fruits and Vegetables,88.9198,27,M,ST3,3139.9128
4605,DRC,17.85,0.037826873,Soft Drinks,189.7188,46,S,ST1,2285.0256
4606,FDX,4.615,0.101747034,Canned,231.33,13,H,ST1,4660.6
4608,FDN,,0.075142108,Breads,145.8444,27,M,ST3,3773.7544
4609,DRD,12.1,0.061424738,Soft Drinks,56.7614,18,M,ST2,1049.9666
4610,FDS,11.65,0.040597054,Fruits and Vegetables,187.324,45,,ST1,1864.24
4611,FDY,,0.041556697000000004,Baking Goods,104.4332,19,S,GS,307.5996
4612,FDU,15.5,0.126791761,Baking Goods,262.1568,10,,GS,527.3136
4614,FDH,15.1,0.106097275,Fruits and Vegetables,43.2796,18,M,ST2,123.8388
4615,FDJ,5.095,0.129395895,Snack Foods,140.3838,13,H,ST1,1826.2894
4617,DRG,12.1,0.011557563,Dairy,165.3526,49,M,ST1,3453.5046
4618,NCB,6.235,0.119157788,Household,263.791,18,M,ST2,2103.928
4619,FDW,15.0,0.077622622,Breads,121.8414,10,,GS,243.6828
4620,FDT,,0.041194986,Fruits and Vegetables,39.1164,27,M,ST3,1235.7248
4622,FDH,9.8,0.10681691900000001,Fruits and Vegetables,114.2492,10,,GS,463.3968
4623,DRJ,18.25,0.04421348,Hard Drinks,173.408,13,H,ST1,1038.6480000000001
4624,FDP,,0.013745883,Frozen Foods,62.0168,27,M,ST3,1534.0032
4625,NCZ,19.6,0.09430805800000001,Household,251.8698,49,M,ST1,3551.3772
4626,FDY,17.0,0.026622757,Canned,144.247,45,,ST1,3149.2340000000004
4627,FDO,9.6,0.014234595,Snack Foods,190.2872,49,M,ST1,4727.18
4628,FDI,8.51,0.078526225,Snack Foods,173.5422,49,M,ST1,5000.8238
4629,NCT,5.88,0.0249887,Household,150.3392,18,M,ST2,447.4176
4631,FDQ,,0.067373081,Breads,258.8988,27,M,ST3,3083.9856
4632,FDS,8.85,0.053822086,Fruits and Vegetables,183.8292,13,H,ST1,2554.0088
4633,FDR,20.7,0.043011277,Dairy,177.2028,18,M,ST2,3364.9532
4634,NCH,,0.123557061,Household,216.6192,19,S,GS,215.7192
4635,FDO,6.3,0.127968205,Canned,209.627,18,M,ST2,3984.813
4636,FDB,17.5,0.007570599,Dairy,144.6102,18,M,ST2,2187.153
4637,FDB,,0.0,Canned,92.31200000000001,19,S,GS,372.848
4638,FDW,5.765,0.081996785,Baking Goods,40.1164,35,S,ST1,540.6296
4639,FDZ,17.75,0.067777778,Baking Goods,186.924,18,M,ST2,3169.208
4643,FDY,10.5,0.0,Baking Goods,143.3128,46,S,ST1,1438.128
4644,FDK,12.5,0.112681821,Canned,119.14399999999999,18,M,ST2,3235.788
4645,FDK,,0.10080442,Baking Goods,45.4744,27,M,ST3,1041.3112
4647,FDN,,0.122519571,Snack Foods,93.0436,27,M,ST3,2363.59
4648,FDA,13.35,0.15021128,Snack Foods,179.06599999999997,17,,ST1,2696.49
4649,FDK,7.96,0.028357839,Canned,163.2894,35,S,ST1,4530.1032
4650,NCE,8.92,0.130663423,Household,175.237,17,,ST1,2117.244
4651,FDG,6.635,0.006335942,Baking Goods,121.8098,49,M,ST1,2048.6666
4652,FDC,15.5,0.032845997,Baking Goods,106.7938,13,H,ST1,3215.8140000000003
4653,DRG,6.13,0.076735903,Dairy,62.4536,46,S,ST1,1225.072
4654,FDQ,7.315,0.01530184,Snack Foods,154.434,46,S,ST1,1378.2060000000001
4655,FDQ,16.0,0.029377239,Meat,46.1718,10,,GS,94.5436
4656,FDR,16.85,0.233356571,Snack Foods,146.576,10,,GS,439.42800000000005
4657,FDC,15.85,0.13705394699999998,Canned,94.4094,18,M,ST2,1047.3034
4658,FDJ,15.0,0.0,Snack Foods,43.4744,46,S,ST1,543.2928
4660,FDL,19.0,0.11183028199999999,Frozen Foods,105.4622,13,H,ST1,952.7598
4661,FDH,13.5,0.0,Baking Goods,84.654,49,M,ST1,1211.756
4662,FDD,16.75,0.008204465,Canned,99.8674,49,M,ST1,2342.9502
4663,FDT,,0.02439015,Breads,95.9068,27,M,ST3,3207.8244
4665,FDH,19.35,0.033275634,Meat,173.8738,17,,ST1,2432.8332
4666,FDW,11.8,0.107662745,Dairy,224.1772,17,,ST1,2890.9036
4667,FDW,10.6,0.01115195,Breads,40.6454,17,,ST1,167.7816
4668,FDQ,13.65,0.013064516000000002,Fruits and Vegetables,115.5834,45,,ST1,1382.2008
4669,FDV,14.85,0.009954237,Snack Foods,158.263,49,M,ST1,2659.8709999999996
4671,FDQ,13.5,0.067859568,Dairy,60.1562,35,S,ST1,1599.9174
4673,FDG,7.405,0.015358176000000001,Canned,92.4146,17,,ST1,1459.4336
4674,NCF,,0.293066133,Household,177.0712,19,S,GS,351.5424
4675,FDT,11.35,0.030981392000000003,Snack Foods,51.9008,17,,ST1,708.4112
4677,FDV,16.1,0.013623294,Fruits and Vegetables,109.3596,45,,ST1,1186.4556
4678,FDD,17.7,0.041098734,Fruits and Vegetables,80.9276,18,M,ST2,487.3656
4679,NCN,13.1,0.01209726,Others,188.85299999999998,35,S,ST1,3225.801
4680,FDQ,14.3,0.034382602000000005,Baking Goods,96.5726,13,H,ST1,2251.0698
4681,FDW,,0.035406842,Snack Foods,244.317,27,M,ST3,8262.578000000001
4682,NCS,8.6,0.090374342,Household,114.3176,45,,ST1,1946.7992
4683,FDL,5.78,0.07445112599999999,Snack Foods,264.5568,18,M,ST2,6327.7632
4684,FDY,8.195,0.031467128,Baking Goods,91.8462,45,,ST1,2313.655
4685,FDZ,13.65,0.078786674,Dairy,184.824,46,S,ST1,3355.632
4686,FDP,17.35,0.056032247,Baking Goods,102.3016,45,,ST1,1619.2256
4688,FDO,,0.064577332,Meat,230.5352,19,S,GS,687.1056
4689,FDZ,16.1,0.034306962,Fruits and Vegetables,252.3356,46,S,ST1,3815.034
4690,FDQ,,0.053586458,Fruits and Vegetables,89.7856,27,M,ST3,966.7416
4691,FDY,17.6,0.076431919,Meat,113.2202,18,M,ST2,2025.3636
4693,NCO,12.5,0.031549131,Health and Hygiene,99.0384,10,,GS,197.0768
4694,FDK,9.065,0.115233813,Frozen Foods,94.4094,13,H,ST1,2856.282
4695,FDZ,16.85,0.159825617,Frozen Foods,195.5478,35,S,ST1,4262.4516
4696,NCD,16.0,0.073080167,Household,228.4668,17,,ST1,2534.0348
4697,FDF,9.3,0.066727717,Frozen Foods,181.6292,13,H,ST1,2371.5796
4698,FDF,6.215,0.012146608,Fruits and Vegetables,37.9848,35,S,ST1,782.9808
4700,FDU,8.77,0.047036035999999996,Fruits and Vegetables,170.5422,17,,ST1,2759.0752
4701,FDA,16.25,0.087158654,Dairy,95.141,35,S,ST1,2220.4429999999998
4702,FDS,15.15,0.027756137,Baking Goods,150.4708,13,H,ST1,2106.5912
4703,NCH,13.15,0.092589917,Household,159.5604,13,H,ST1,1901.5248
4704,NCK,12.15,0.0,Household,117.615,13,H,ST1,1514.695
4705,FDD,,0.077427883,Frozen Foods,41.8454,19,S,GS,41.9454
4707,FDI,18.2,0.066284519,Fruits and Vegetables,247.2092,35,S,ST1,3486.1288
4708,FDD,8.3,0.03549838,Fruits and Vegetables,36.6506,18,M,ST2,455.4072
4709,FDX,6.195,0.072131519,Snack Foods,120.1098,45,,ST1,2892.2352
4710,FDX,15.1,0.0,Fruits and Vegetables,216.4166,45,,ST1,2830.3158
4711,NCS,11.5,0.021020616000000002,Health and Hygiene,130.7942,45,,ST1,2782.3782
4712,FDL,19.0,0.111902259,Frozen Foods,105.4622,35,S,ST1,1905.5196
